zipcode,sido,gugun,dong,ri,bunji,seq
1158,서울,강북구,서울강북우체국사서함,,,1
1740,서울,노원구,서울노원우체국사서함,,,2
1805,서울,노원구,공릉동,사서함,77,3
2098,서울,중랑구,서울중랑우체국사서함,,,4
2490,서울,동대문구,서울청량우체국사서함,,,5
2586,서울,동대문구,동대문우체국사서함,,,6
2733,서울,성북구,서울성북우체국사서함,,,7
3187,서울,종로구,광화문우체국사서함,,,8
3306,서울,은평구,서울은평우체국사서함,,,9
3727,서울,서대문구,서대문우체국사서함,,,10
3735,서울,서대문구,서울충정로우체국사서함,,,11
4156,서울,마포구,서울마포우체국사서함,,,12
4386,서울,용산구,서울용산우체국사서함,,,13
4535,서울,중구,서울중앙우체국사서함,,,14
4715,서울,성동구,서울성동우체국사서함,,,15
5048,서울,광진구,서울광진우체국사서함,,,16
5050,서울,광진구,동서울우편집중국사서함,,,17
5350,서울,강동구,서울강동우체국사서함,,,18
5661,서울,송파구,서울송파우체국사서함,,,19
5775,서울,송파구,거여동,사서함,138,20
6104,서울,강남구,서울영동우체국사서함,,,21
6164,서울,강남구,무역센터우체국사서함,,,22
6336,서울,강남구,서울강남우체국사서함,,,23
6779,서울,서초구,서울서초우체국사서함,,,24
7056,서울,동작구,서울동작우체국사서함,,,25
7305,서울,영등포구,영등포우체국사서함,,,26
7328,서울,영등포구,여의도우체국사서함,,,27
7582,서울,강서구,서울강서우체국사서함,,,28
7988,서울,양천구,서울양천우체국사서함,,,29
8393,서울,구로구,구로디지털단지우체국사서함,,,30
8576,서울,금천구,서울금천우체국사서함,,,31
8755,서울,관악구,서울관악우체국사서함,,,32
10268,경기,고양시 덕양구,고양동,사서함,111,33
10268,경기,고양시 덕양구,대자동,사서함,111,34
10268,경기,고양시 덕양구,벽제동,사서함,111,35
10268,경기,고양시 덕양구,삼송동,사서함,111,36
10268,경기,고양시 덕양구,선유동,사서함,111,37
10268,경기,파주시,광탄면,영장리 사서함,111,38
10268,경기,파주시,월롱면,영태리 사서함,111,39
10304,경기,고양시 일산동구,풍동,사서함,110,40
10319,경기,파주시,검산동,사서함,110,41
10319,경기,파주시,광탄면,마장리 사서함,110,42
10319,경기,파주시,광탄면,분수리 사서함,110,43
10319,경기,파주시,목동동,사서함,110,44
10319,경기,파주시,월롱면,영태리 사서함,110,45
10319,경기,파주시,탄현면,갈현리 사서함,110,46
10319,경기,파주시,탄현면,금승리 사서함,110,47
10329,경기,고양시 일산동구,성석동,사서함,110,48
10401,경기,고양시 일산동구,고양일산우체국사서함,,,49
10449,경기,고양시 일산동구,고양우편집중국사서함,,,50
10460,경기,고양시 덕양구,주교동,사서함,110,51
10498,경기,고양시 덕양구,고양덕양우체국사서함,,,52
10538,경기,고양시 덕양구,대자동,사서함,86,53
10538,경기,고양시 덕양구,화전동,사서함,86,54
10538,경기,양주시,장흥면,교현리 사서함,86,55
10538,경기,양주시,장흥면,부곡리 사서함,86,56
10824,경기,파주시,문산우체국사서함,,,57
10915,경기,파주시,파주우체국사서함,,,58
10948,경기,파주시,광탄면,신산리 사서함,109,59
11013,경기,연천군,연천읍,고문리 사서함,94,60
11013,경기,연천군,연천읍,상리 사서함,106,61
11013,경기,연천군,연천읍,와초리 사서함,106,62
11013,경기,연천군,연천읍,차탄리 사서함,106,63
11013,경기,연천군,연천읍,통현리 사서함,106,64
11013,경기,연천군,연천읍,현가리 사서함,92,65
11021,경기,동두천시,하봉암동,사서함,106,66
11021,경기,연천군,신서면,내산리 사서함,106,67
11021,경기,연천군,신서면,대광리 사서함,106,68
11021,경기,연천군,신서면,도신리 사서함,106,69
11021,경기,연천군,청산면,궁평리 사서함,106,70
11021,경기,연천군,청산면,대전리 사서함,106,71
11021,경기,연천군,청산면,백의리 사서함,106,72
11021,경기,연천군,청산면,장탄2리 사서함,106,73
11021,경기,포천시,창수면,고소성리 사서함,106,74
11038,경기,연천군,전곡읍,간파리 사서함,92,75
11038,경기,연천군,전곡읍,고능리 사서함,94,76
11038,경기,연천군,전곡읍,신답리 사서함,106,77
11038,경기,연천군,전곡읍,양원리 사서함,92,78
11038,경기,연천군,전곡읍,은대리 사서함,106,79
11038,경기,연천군,전곡읍,전곡4리 사서함,106,80
11101,강원,철원군,갈말읍,문혜리 사서함,105,81
11101,강원,철원군,갈말읍,상사리 사서함,105,82
11101,경기,포천시,관인면,사정리 사서함,105,83
11101,경기,포천시,관인면,초과리 사서함,105,84
11101,경기,포천시,영북면,문암리 사서함,105,85
11112,경기,포천시,영북면,운천5리 사서함,103,86
11112,경기,포천시,이동면,노곡1리 사서함,117,87
11112,경기,포천시,이동면,노곡리 사서함,103,88
11112,경기,포천시,이동면,도평리 사서함,117,89
11112,경기,포천시,이동면,연곡리 사서함,103,90
11112,경기,포천시,이동면,장암리 사서함,117,91
11112,경기,포천시,일동면,길명리 사서함,103,92
11112,경기,포천시,일동면,사직리 사서함,103,93
11112,경기,포천시,일동면,수입리 사서함,103,94
11138,경기,포천시,신북면,심곡리 사서함,118,95
11158,경기,양주시,남방동,사서함,118,96
11158,경기,양주시,율정동,사서함,118,97
11158,경기,양주시,은현면,선암리 사서함,118,98
11158,경기,연천군,청산면,초성리 사서함,118,99
11158,경기,포천시,동교동,사서함,118,100
11158,경기,포천시,설운동,사서함,118,101
11158,경기,포천시,자작동,사서함,118,102
11158,경기,포천시,창수면,고소성리 사서함,118,103
11184,경기,포천시,소흘읍,무봉리 사서함,130,104
11184,경기,포천시,소흘읍,이동교리 사서함,130,105
11312,경기,동두천시,동두천우체국사서함,,,106
11335,경기,동두천시,상패동,사서함,92,107
11335,경기,양주시,남면,한산리 사서함,92,108
11335,경기,양주시,봉양동,사서함,92,109
11335,경기,양주시,은현면,선암리 사서함,92,110
11335,경기,양주시,은현면,용암리 사서함,92,111
11335,경기,연천군,군남면,옥계리 사서함,92,112
11335,경기,연천군,군남면,왕림리 사서함,92,113
11335,경기,연천군,군남면,진상리 사서함,92,114
11335,경기,연천군,군남면,황지리 사서함,92,115
11335,경기,연천군,미산면,동이리 사서함,92,116
11335,경기,연천군,미산면,백석리 사서함,92,117
11335,경기,연천군,왕징면,동중리 사서함,92,118
11335,경기,연천군,왕징면,무등리 사서함,92,119
11335,경기,연천군,왕징면,북삼리 사서함,92,120
11335,경기,연천군,중면,삼곶리 사서함,92,121
11335,경기,연천군,중면,적거리 사서함,92,122
11335,경기,연천군,중면,합수리 사서함,92,123
11335,경기,연천군,청산면,초성리 사서함,92,124
11335,경기,파주시,적성면,어유지리 사서함,92,125
11335,경기,파주시,적성면,적암리 사서함,92,126
11400,경기,양주시,남면,구암리 사서함,95,127
11400,경기,양주시,남면,매곡리 사서함,95,128
11400,경기,양주시,남면,상수리 사서함,95,129
11400,경기,양주시,남면,신산리 사서함,95,130
11400,경기,양주시,남면,한산리 사서함,95,131
11400,경기,연천군,백학면,노곡리 사서함,95,132
11400,경기,연천군,백학면,두일리 사서함,95,133
11400,경기,연천군,백학면,두현리 사서함,95,134
11400,경기,연천군,백학면,백령리 사서함,95,135
11400,경기,파주시,법원읍,오현리 사서함,95,136
11400,경기,파주시,법원읍,웅담리 사서함,95,137
11400,경기,파주시,적성면,객현리 사서함,95,138
11400,경기,파주시,적성면,구읍리 사서함,95,139
11400,경기,파주시,적성면,마지리 사서함,95,140
11400,경기,파주시,적성면,무건리 사서함,95,141
11400,경기,파주시,적성면,설마리 사서함,95,142
11400,경기,파주시,적성면,식현리 사서함,95,143
11400,경기,파주시,파평면,눌노리 사서함,95,144
11400,경기,파주시,파평면,덕천리 사서함,95,145
11506,경기,동두천시,하봉암동,사서함,94,146
11506,경기,양주시,광적면,덕도리 사서함,94,147
11506,경기,양주시,광적면,석우리 사서함,94,148
11506,경기,양주시,산북동,사서함,94,149
11506,경기,양주시,유양동,사서함,94,150
11506,경기,양주시,율정동,사서함,94,151
11506,경기,양주시,장흥면,울대리 사서함,94,152
11506,경기,양주시,회암동,사서함,94,153
11506,경기,연천군,군남면,선곡리 사서함,94,154
11506,경기,연천군,청산면,대전리 사서함,94,155
11506,경기,연천군,청산면,장탄리 사서함,94,156
11506,경기,연천군,청산면,초성리 사서함,94,157
11506,경기,파주시,적성면,적암리 사서함,94,158
11506,경기,포천시,영북면,야미리 사서함,94,159
11515,경기,양주시,백석읍,방성리 사서함,94,160
11755,경기,의정부시,금오동,사서함,130,161
11759,경기,양주시,덕정동,사서함,130,162
11759,경기,양주시,산북동,사서함,130,163
11759,경기,연천군,청산면,초성리 사서함,130,164
11759,경기,의정부시,가능동,사서함,130,165
11759,경기,의정부시,신곡동,사서함,130,166
11759,경기,포천시,영북면,야미리 사서함,130,167
11759,경기,포천시,영중면,양문리 사서함,130,168
11778,경기,의정부시,의정부우체국사서함,,,169
11783,경기,의정부시,용현동,사서함,130,170
11922,경기,구리시,구리우체국사서함,,,171
12088,경기,남양주시,별내면,청학리 사서함,130,172
12121,경기,남양주시,퇴계원면,퇴계원리 사서함,130,173
12218,경기,남양주시,남양주우체국사서함,,,174
12402,경기,가평군,청평면,청평리 사서함,567,175
12418,경기,가평군,가평읍,경반리 사서함,567,176
12418,경기,가평군,가평읍,대곡리 사서함,567,177
12418,경기,가평군,가평읍,마장리 사서함,567,178
12418,경기,가평군,가평읍,승안리 사서함,567,179
12437,경기,가평군,상면,봉수리 사서함,102,180
12437,경기,가평군,상면,상동리 사서함,102,181
12437,경기,가평군,상면,율길리 사서함,102,182
12437,경기,가평군,상면,태봉리 사서함,102,183
12437,경기,가평군,하면,대보리 사서함,102,184
12437,경기,가평군,하면,신상리 사서함,102,185
12437,경기,가평군,하면,현리 사서함,102,186
12549,경기,양평군,양평읍,덕평리 사서함,91,187
12549,경기,양평군,양평읍,백안리 사서함,91,188
12549,경기,양평군,양평읍,신애리 사서함,91,189
12549,경기,양평군,양평읍,오빈리 사서함,91,190
12549,경기,양평군,양평읍,창대리 사서함,91,191
12549,경기,양평군,양평읍,회현리 사서함,91,192
12561,경기,양평군,개군면,석장리 사서함,91,193
12627,경기,여주시,여주우체국사서함,,,194
13102,경기,성남시 수정구,심곡동,사서함,337,195
13354,경기,성남시 수정구,성남우체국사서함,,,196
13590,경기,성남시 분당구,성남분당우체국사서함,,,197
13636,경기,성남시 분당구,성남우편집중국사서함,,,198
13834,경기,과천시,과천우체국사서함,,,199
14030,경기,안양시 만안구,서안양우체국사서함,,,200
14047,경기,안양시 동안구,안양우체국사서함,,,201
14067,경기,안양시 동안구,안양우편집중국사서함,,,202
14248,경기,광명시,광명우체국사서함,,,203
14442,경기,부천시 오정구,부천우편집중국사서함,,,204
14442,경기,부천시 원미구,부천우체국사서함,,,205
14725,경기,부천시 소사구,남부천우체국사서함,,,206
15079,경기,시흥시,시흥우체국사서함,,,207
15357,경기,안산시 단원구,안산우체국사서함,,,208
15829,경기,군포시,군포우체국사서함,,,209
16326,경기,수원시 장안구,수원우체국사서함,,,210
16487,경기,수원시 팔달구,동수원우체국사서함,,,211
16626,경기,수원시 권선구,서수원우체국사서함,,,212
16841,경기,용인시 수지구,용인수지우체국사서함,,,213
17018,경기,용인시 처인구,역북동,사서함,505,214
17019,경기,용인시 처인구,용인우체국사서함,,,215
17377,경기,이천시,이천우체국사서함,,,216
17400,경기,이천시,대포동,사서함,867,217
17414,경기,이천시,장호원읍,이황리 사서함,900,218
17578,경기,안성시,안성우체국사서함,,,219
17750,경기,평택시,신장동,사서함,309,220
17757,경기,평택시,송탄우체국사서함,,,221
17895,경기,평택시,평택우체국사서함,,,222
17965,경기,평택시,포승읍,원정리 사서함,800,223
18135,경기,오산시,오산우체국사서함,,,224
18288,경기,화성시,매송면,원평리 사서함,14,225
18322,경기,화성시,봉담읍,유리 사서함,601,226
21066,인천,계양구,인천계양우체국사서함,,,227
21313,인천,부평구,청천동,사서함,150,228
21389,인천,부평구,북인천우체국사서함,,,229
21417,인천,부평구,부개동,사서함,803,230
21450,인천,부평구,구산동,사서함,317,231
21552,인천,남동구,남인천우체국사서함,,,232
21935,인천,연수구,인천우체국사서함,,,233
22382,인천,중구,인천공항우체국사서함,,,234
22713,인천,서구,금곡동,사서함,204,235
22713,인천,서구,서인천우체국사서함,,,236
23103,인천,옹진군,백령면,가을리 사서함,603,237
23103,인천,옹진군,백령면,남포리 사서함,603,238
23103,인천,옹진군,백령면,북포리 사서함,603,239
23103,인천,옹진군,백령면,연화리 사서함,603,240
23103,인천,옹진군,백령면,진촌리 사서함,603,241
24017,강원,철원군,동송읍,관우리 사서함,105,242
24017,강원,철원군,동송읍,상노2리 사서함,105,243
24017,강원,철원군,동송읍,양지리 사서함,105,244
24017,강원,철원군,동송읍,오덕2리 사서함,105,245
24017,강원,철원군,동송읍,오지리 사서함,105,246
24017,강원,철원군,동송읍,이평2리 사서함,105,247
24017,강원,철원군,동송읍,이평7리 사서함,105,248
24062,강원,철원군,갈말읍,문혜리 사서함,107,249
24062,강원,철원군,갈말읍,지경리 사서함,107,250
24062,강원,철원군,김화읍,청양리 사서함,107,251
24062,강원,철원군,김화읍,학사리 사서함,107,252
24062,강원,철원군,서면,와수4리 사서함,107,253
24062,강원,철원군,서면,자등2리 사서함,107,254
24062,강원,철원군,서면,자등3리 사서함,107,255
24062,강원,철원군,서면,자등4리 사서함,107,256
24062,강원,철원군,서면,자등5리 사서함,107,257
24062,강원,철원군,서면,자등6리 사서함,107,258
24108,강원,화천군,상서면,구운리 사서함,104,259
24108,강원,화천군,상서면,노동리 사서함,104,260
24108,강원,화천군,상서면,마현리 사서함,104,261
24108,강원,화천군,상서면,봉오리 사서함,104,262
24108,강원,화천군,상서면,부촌리 사서함,104,263
24108,강원,화천군,상서면,산양리 사서함,104,264
24108,강원,화천군,상서면,신대리 사서함,104,265
24108,강원,화천군,상서면,신풍리 사서함,104,266
24108,강원,화천군,상서면,장촌리 사서함,104,267
24108,강원,화천군,하남면,논미리 사서함,104,268
24108,강원,화천군,화천읍,대이리 사서함,104,269
24108,강원,화천군,화천읍,상리 사서함,104,270
24108,강원,화천군,화천읍,신읍리 사서함,104,271
24108,강원,화천군,화천읍,풍산리 사서함,104,272
24148,강원,철원군,근남면,마현리 사서함,99,273
24148,강원,철원군,근남면,육단리 사서함,99,274
24148,강원,화천군,사내면,명월리 사서함,99,275
24148,강원,화천군,상서면,다목리 사서함,99,276
24148,강원,화천군,상서면,봉오리 사서함,99,277
24161,강원,춘천시,사북면,신포리 사서함,93,278
24161,강원,화천군,사내면,광덕1리 사서함,93,279
24161,강원,화천군,사내면,명월리 사서함,93,280
24161,강원,화천군,사내면,사창리 사서함,93,281
24161,강원,화천군,사내면,삼일리 사서함,93,282
24161,강원,화천군,사내면,용담리 사서함,93,283
24203,강원,춘천시,서면,오월리 사서함,114,284
24203,강원,춘천시,신동,사서함,114,285
24203,강원,춘천시,신동면,증리 사서함,114,286
24203,강원,춘천시,신동면,팔미리 사서함,114,287
24203,강원,춘천시,신북읍,산천리 사서함,114,288
24203,강원,춘천시,신북읍,용산리 사서함,114,289
24203,강원,춘천시,신북읍,율문리 사서함,114,290
24203,강원,춘천시,신북읍,천전리 사서함,114,291
24203,강원,춘천시,칠전동,사서함,114,292
24225,강원,춘천시,우두동,사서함,114,293
24335,강원,춘천시,춘천우체국사서함,,,294
24403,강원,춘천시,동내면,학곡리 사서함,114,295
24513,강원,양구군,남면,적리 사서함,97,296
24513,강원,양구군,동면,덕곡리 사서함,97,297
24513,강원,양구군,동면,원당리 사서함,97,298
24513,강원,양구군,동면,임당리 사서함,97,299
24513,강원,양구군,동면,팔랑리 사서함,97,300
24513,강원,양구군,방산면,송현리 사서함,97,301
24513,강원,양구군,양구읍,도사리 사서함,97,302
24513,강원,양구군,양구읍,죽곡리 사서함,97,303
24513,강원,양구군,양구읍,하리 사서함,97,304
24513,강원,양구군,양구읍,한전리 사서함,97,305
24518,강원,양구군,남면,구암리 사서함,108,306
24518,강원,양구군,남면,대월리 사서함,108,307
24518,강원,양구군,남면,용하리 사서함,108,308
24518,강원,양구군,남면,청1리 사서함,108,309
24518,강원,양구군,남면,청4리 사서함,108,310
24518,강원,양구군,동면,팔랑리 사서함,108,311
24518,강원,양구군,양구읍,안대리 사서함,108,312
24518,강원,양구군,양구읍,이리 사서함,108,313
24518,강원,양구군,양구읍,정림리 사서함,108,314
24518,강원,양구군,양구읍,학조리 사서함,108,315
24621,강원,인제군,북면,용대리 사서함,100,316
24621,강원,인제군,북면,원통리 사서함,100,317
24621,강원,인제군,북면,월학리 사서함,100,318
24621,강원,인제군,북면,한계리 사서함,100,319
24621,강원,인제군,서화면,서화리 사서함,100,320
24621,강원,인제군,서화면,서흥리 사서함,100,321
24621,강원,인제군,서화면,천도리 사서함,100,322
24621,강원,인제군,인제읍,남북리 사서함,100,323
24621,강원,인제군,인제읍,덕산리 사서함,100,324
24621,강원,인제군,인제읍,덕적리 사서함,100,325
24621,강원,인제군,인제읍,합강리 사서함,100,326
24657,강원,인제군,기린면,방동리 사서함,116,327
24657,강원,인제군,기린면,북리 사서함,116,328
24657,강원,인제군,기린면,현2리 사서함,116,329
24657,강원,인제군,기린면,현4리 사서함,116,330
24657,강원,인제군,기린면,현5리 사서함,116,331
24657,강원,인제군,상남면,상남리 사서함,116,332
24657,강원,인제군,상남면,하남1리 사서함,116,333
24657,강원,인제군,상남면,하남2리 사서함,116,334
24657,강원,인제군,인제읍,가리산리 사서함,116,335
24657,강원,인제군,인제읍,귀둔리 사서함,116,336
24753,강원,고성군,간성읍,광산리 사서함,71,337
24753,강원,고성군,간성읍,교동리 사서함,71,338
24753,강원,고성군,간성읍,동호리 사서함,71,339
24753,강원,고성군,간성읍,장신리 사서함,71,340
24753,강원,고성군,간성읍,탑동리 사서함,71,341
24753,강원,고성군,간성읍,해상리 사서함,71,342
24753,강원,고성군,거진읍,냉천리 사서함,71,343
24753,강원,고성군,거진읍,반암리 사서함,71,344
24753,강원,고성군,죽왕면,가진리 사서함,71,345
24753,강원,고성군,죽왕면,공현진리 사서함,71,346
24753,강원,고성군,죽왕면,구성리 사서함,71,347
24753,강원,고성군,죽왕면,오호리 사서함,71,348
24753,강원,고성군,토성면,봉포리 사서함,71,349
24753,강원,고성군,토성면,아야진리 사서함,71,350
24753,강원,고성군,토성면,학야리 사서함,71,351
24753,강원,속초시,대포동,사서함,71,352
24862,강원,속초시,속초우체국사서함,,,353
25002,강원,양양군,강현면,장산리 사서함,123,354
25002,강원,양양군,강현면,정암리 사서함,123,355
25002,강원,양양군,강현면,회룡리 사서함,123,356
25043,강원,양양군,강현면,강선리 사서함,31,357
25043,강원,양양군,강현면,장산리 사서함,31,358
25043,강원,양양군,강현면,정암리 사서함,31,359
25043,강원,양양군,서면,수리 사서함,31,360
25043,강원,양양군,손양면,간리 사서함,31,361
25043,강원,양양군,양양읍,청곡리 사서함,31,362
25043,강원,양양군,현북면,하광정리 사서함,31,363
25115,강원,홍천군,남면,시동2리 사서함,101,364
25115,강원,홍천군,남면,시동3리 사서함,101,365
25115,강원,홍천군,남면,양덕원1리 사서함,101,366
25115,강원,홍천군,남면,유목정리 사서함,101,367
25115,강원,홍천군,남면,화전리 사서함,101,368
25115,강원,홍천군,북방면,능평리 사서함,101,369
25115,강원,홍천군,북방면,하화계리 사서함,101,370
25115,강원,홍천군,홍천읍,갈마곡1리 사서함,101,371
25115,강원,홍천군,홍천읍,검율리 사서함,101,372
25115,강원,홍천군,홍천읍,결운리 사서함,101,373
25115,강원,홍천군,홍천읍,상오안리 사서함,101,374
25115,강원,홍천군,홍천읍,연봉4리 사서함,101,375
25115,강원,홍천군,홍천읍,하오안리 사서함,101,376
25115,강원,홍천군,화촌면,구성포리 사서함,101,377
25115,강원,홍천군,화촌면,송정리 사서함,101,378
25157,강원,인제군,남면,신풍리 사서함,81,379
25157,강원,인제군,남면,어론리 사서함,81,380
25157,강원,홍천군,두촌면,장남리 사서함,81,381
25157,강원,홍천군,두촌면,철정리 사서함,81,382
25157,강원,홍천군,화촌면,주음치리 사서함,81,383
25534,강원,강릉시,강릉우체국사서함,,,384
25618,강원,강릉시,학동,사서함,334,385
25739,강원,동해시,평릉동,사서함,604,386
25769,강원,동해시,동해우체국사서함,,,387
25779,강원,동해시,송정동,사서함,604,388
25909,강원,동해시,단봉동,사서함,73,389
25909,강원,삼척시,근덕면,교곡리 사서함,73,390
25909,강원,삼척시,근덕면,부남리 사서함,73,391
25920,강원,삼척시,삼척우체국사서함,,,392
25925,강원,삼척시,교동,사서함,73,393
26013,강원,태백시,태백우체국사서함,,,394
26304,강원,원주시,소초면,의관리 사서함,323,395
26308,강원,원주시,소초면,수암리 사서함,87,396
26314,강원,원주시,가현동,사서함,502,397
26314,강원,원주시,태장동,사서함,502,398
26397,강원,원주시,판부면,서곡리 사서함,502,399
26412,강원,원주시,학성동,사서함,133,400
26457,강원,원주시,반곡동,사서함,87,401
26485,강원,원주시,원주우체국사서함,,,402
27164,충북,제천시,제천우체국사서함,,,403
27406,충북,충주시,충주우체국사서함,,,404
27443,충북,충주시,금가면,매하리 사서함,383,405
27913,충북,증평군,증평읍,연탄리 사서함,82,406
28024,충북,괴산군,괴산읍,대덕리 사서함,310,407
28187,충북,청주시 상당구,남일면,쌍수리 사서함,335,408
28426,충북,청주시 흥덕구,서청주우체국사서함,,,409
28529,충북,청주시 상당구,청주우체국사서함,,,410
30046,충남,연기군,서면,봉암리 사서함,90,411
30047,세종,,연서면,봉암리 사서함,90,412
30083,세종,,금남면,국곡리 사서함,119,413
30086,충남,공주시,반포면,국곡리 사서함,119,414
31128,충남,천안시 서북구,천안우체국사서함,,,415
31508,충남,아산시,아산우체국사서함,,,416
31909,충남,서산시,서산대산우체국사서함,,,417
31993,충남,서산시,서산우체국사서함,,,418
32024,충남,서산시,해미면,석포리 사서함,384,419
32546,충남,공주시,공주우체국사서함,,,420
32801,충남,계룡시,신도안면,부남리 사서함,501,421
32966,충남,논산시,논산우체국사서함,,,422
33012,충남,논산시,연무읍,죽평리 사서함,76,423
33458,충남,보령시,보령우체국사서함,,,424
34060,대전,유성구,추목동,사서함,78,425
34188,대전,유성구,대전유성우체국사서함,,,426
34301,대전,대덕구,대전대덕우체국사서함,,,427
34630,대전,동구,대전우체국사서함,,,428
34955,대전,중구,서대전우체국사서함,,,429
35239,대전,서구,대전둔산우체국사서함,,,430
36098,경북,영주시,영주우체국사서함,,,431
36674,경북,안동시,안동우체국사서함,,,432
36842,경북,예천군,유천면,연천리 사서함,322,433
36970,경북,문경시,문경우체국사서함,,,434
37190,경북,상주시,상주우체국사서함,,,435
37771,경북,포항시 남구,포항우체국사서함,,,436
37883,경북,포항시 남구,오천읍,용덕리 사서함,209,437
38153,경북,경주시,경주우체국사서함,,,438
38586,경북,경산시,경산우체국사서함,,,439
38890,경북,영천시,영천우체국사서함,,,440
38900,경북,영천시,고경면,창하리 사서함,135,441
39281,경북,구미시,구미우체국사서함,,,442
39590,경북,김천시,김천우체국사서함,,,443
41142,대구,동구,동대구우체국사서함,,,444
41158,대구,동구,검사동,사서함,304,445
41407,대구,북구,학정동,사서함,79,446
41424,대구,북구,북대구우체국사서함,,,447
41835,대구,서구,서대구우체국사서함,,,448
41918,대구,중구,대구우체국사서함,,,449
42066,대구,수성구,만촌동,사서함,503,450
42123,대구,수성구,대구수성우체국사서함,,,451
42250,대구,수성구,이천동,사서함,134,452
42260,대구,수성구,가천동,사서함,96,453
42425,대구,남구,남대구우체국사서함,,,454
42620,대구,달서구,대구성서우체국사서함,,,455
42731,대구,달서구,대구달서우체국사서함,,,456
44042,울산,동구,동울산우체국사서함,,,457
44521,울산,중구,울산우체국사서함,,,458
44701,울산,남구,남울산우체국사서함,,,459
46274,부산,금정구,부산금정우체국사서함,,,460
46527,부산,북구,북부산우체국사서함,,,461
46700,부산,강서구,부산강서우체국사서함,,,462
46718,부산,강서구,대저2동,사서함,307,463
46974,부산,사상구,부산사상우체국사서함,,,464
47271,부산,부산진구,부산진우체국사서함,,,465
47743,부산,동래구,동래우체국사서함,,,466
48065,부산,해운대구,우1동,사서함,321,467
48102,부산,해운대구,해운대우체국사서함,,,468
48314,부산,수영구,남부산우체국사서함,,,469
48744,부산,동구,동부산우체국사서함,,,470
48931,부산,중구,부산우체국사서함,,,471
49036,부산,영도구,부산영도우체국사서함,,,472
49345,부산,사하구,부산사하우체국사서함,,,473
50445,경남,밀양시,밀양우체국사서함,,,474
50576,경남,양산시,양산우체국사서함,,,475
50939,경남,김해시,김해우체국사서함,,,476
51304,경남,창원시 마산회원구,마산우체국사서함,,,477
51338,경남,창원시 마산회원구,마산무역지역우체국사서함,,,478
51382,경남,창원시 의창구,소답동,사서함,80,479
51504,경남,창원시 성산구,창원우체국사서함,,,480
51579,경남,창원시 진해구,경화동,사서함,211,481
51678,경남,창원시 진해구,진해우체국사서함,,,482
51686,경남,창원시 진해구,여좌동,사서함,211,483
51698,경남,창원시 진해구,현동,사서함,602,484
51704,경남,창원시 진해구,앵곡동,사서함,605,485
51738,경남,창원시 마산합포구,마산합포우체국사서함,,,486
52511,경남,사천시,사천읍,수석리 사서함,336,487
52560,경남,사천시,삼천포우체국사서함,,,488
52629,경남,진주시,금산면,속사리 사서함,306,489
52684,경남,진주시,진주우체국사서함,,,490
53043,경남,통영시,통영우체국사서함,,,491
53319,경남,거제시,장승포우체국사서함,,,492
54025,전북,군산시,군산우체국사서함,,,493
54383,전북,김제시,김제우체국사서함,,,494
54630,전북,익산시,익산공단우체국사서함,,,495
54654,전북,익산시,익산우체국사서함,,,496
54917,전북,전주시 덕진구,동전주우체국사서함,,,497
54966,전북,전주시 완산구,전주우체국사서함,,,498
55770,전북,남원시,남원우체국사서함,,,499
55929,전북,임실군,임실읍,대곡리 사서함,89,500
56163,전북,정읍시,정읍우체국사서함,,,501
57252,전남,장성군,삼서면,학성리 사서함,75,502
57751,전남,광양시,목성우체국사서함,,,503
57785,전남,광양시,광양우체국사서함,,,504
57987,전남,순천시,순천우체국사서함,,,505
58210,전남,나주시,성북동우체국사서함,,,506
58227,전남,나주시,남평우체국사서함,,,507
58263,전남,나주시,나주우체국사서함,,,508
58706,전남,목포시,목포우체국사서함,,,509
59676,전남,여수시,여수우체국사서함,,,510
61048,광주,북구,오치1동,사서함,85,511
61244,광주,북구,북광주우체국사서함,,,512
61470,광주,동구,광주우체국사서함,,,513
61986,광주,서구,서광주우체국사서함,,,514
62363,광주,광산구,광주광산우체국사서함,,,515
62452,광주,광산구,도산동,사서함,305,516
63087,제주,제주시,제주우편집중국사서함,,,517
63166,제주,제주시,제주우체국사서함,,,518
63566,제주,서귀포시,서귀포우체국사서함,,,519
6321,서울,강남구,개포1동,개포주공1단지아파트,(41∼85동),520
6318,서울,강남구,개포1동,경남아파트,,521
6319,서울,강남구,개포1동,우성3차아파트,(1∼6동),522
6318,서울,강남구,개포1동,우성9차아파트,(901∼902동),523
6319,서울,강남구,개포1동,주공아파트,(86∼103동),524
6358,서울,강남구,개포1동,주공아파트,(104∼125동),525
6321,서울,강남구,개포1동,주공아파트,(1∼16동),526
6358,서울,강남구,개포1동,주공아파트,(17∼40동),527
6319,서울,강남구,개포1동,현대1차아파트,(101∼106동),528
6358,서울,강남구,개포1동,,565,529
6318,서울,강남구,개포1동,,649∼651,530
6319,서울,강남구,개포1동,,652∼653,531
6322,서울,강남구,개포1동,,660,532
6322,서울,강남구,개포1동,,,533
6325,서울,강남구,개포2동,우성8차아파트,(801∼803동),534
6331,서울,강남구,개포2동,주공아파트,(401∼415동),535
6326,서울,강남구,개포2동,주공아파트,(201∼232동),536
6329,서울,강남구,개포2동,주공아파트,(501∼506동),537
6328,서울,강남구,개포2동,주공아파트,(601∼609동),538
6328,서울,강남구,개포2동,주공아파트,(701∼708동),539
6325,서울,강남구,개포2동,주공아파트,(416∼458동),540
