zipcode,sido,gugun,dong,ri,bunji,seq
36508,경북,영양군,청기면,상청2리,,37252
36507,경북,영양군,청기면,상청리,,37253
36507,경북,영양군,청기면,저리,,37254
36507,경북,영양군,청기면,정족1리,,37255
36508,경북,영양군,청기면,정족2리,,37256
36507,경북,영양군,청기면,정족리,,37257
36507,경북,영양군,청기면,청기리,,37258
36508,경북,영양군,청기면,토곡리,,37259
36502,경북,영양군,청기면,토구리,,37260
36501,경북,영양군,청기면,행화리,,37261
36501,경북,영양군,청기면,,,37262
36135,경북,영주시,가흥1동,강변2차아파트,,37263
36135,경북,영주시,가흥1동,주공임대아파트,,37264
36135,경북,영주시,가흥1동,화성리버빌2차아파트,(201∼202동),37265
36112,경북,영주시,가흥1동,,산10∼59,37266
36112,경북,영주시,가흥1동,,1∼10,37267
36112,경북,영주시,가흥1동,,19∼365,37268
36141,경북,영주시,가흥1동,,778∼806,37269
36141,경북,영주시,가흥1동,,818∼1016,37270
36112,경북,영주시,가흥1동,,1023∼1049,37271
36112,경북,영주시,가흥1동,,1326∼1330,37272
36112,경북,영주시,가흥1동,,1334∼1338,37273
36112,경북,영주시,가흥1동,,1346∼1381,37274
36141,경북,영주시,가흥1동,,1384∼1386,37275
36141,경북,영주시,가흥1동,,1410∼1422,37276
36141,경북,영주시,가흥1동,,1429∼1437,37277
36141,경북,영주시,가흥1동,,1439,37278
36141,경북,영주시,가흥1동,,1445,37279
36141,경북,영주시,가흥1동,,1447,37280
36112,경북,영주시,가흥1동,,1449∼1484,37281
36112,경북,영주시,가흥1동,,,37282
36057,경북,영주시,가흥2동,영주시법원,,37283
36057,경북,영주시,가흥2동,주공아파트,(301∼309동),37284
36056,경북,영주시,가흥2동,현대아파트,,37285
36056,경북,영주시,가흥2동,화성리버빌1차아파트,,37286
36056,경북,영주시,가흥2동,,산1∼9,37287
36056,경북,영주시,가흥2동,,11∼18,37288
36056,경북,영주시,가흥2동,,366∼777,37289
36056,경북,영주시,가흥2동,,807∼817,37290
36056,경북,영주시,가흥2동,,1017∼1022,37291
36056,경북,영주시,가흥2동,,1050∼1325,37292
36056,경북,영주시,가흥2동,,1331∼1333,37293
36056,경북,영주시,가흥2동,,1339∼1345,37294
36056,경북,영주시,가흥2동,,1382∼1383,37295
36056,경북,영주시,가흥2동,,1387∼1409,37296
36056,경북,영주시,가흥2동,,1423∼1428,37297
36056,경북,영주시,가흥2동,,1438,37298
36056,경북,영주시,가흥2동,,1440∼1444,37299
36056,경북,영주시,가흥2동,,1446,37300
36056,경북,영주시,가흥2동,,1448,37301
36056,경북,영주시,가흥2동,,,37302
36136,경북,영주시,가흥동,,,37303
36053,경북,영주시,고현동,,,37304
36011,경북,영주시,단산면,구구리,,37305
36008,경북,영주시,단산면,단곡1리,,37306
36010,경북,영주시,단산면,단곡2리,,37307
36008,경북,영주시,단산면,단곡3리,,37308
36008,경북,영주시,단산면,단곡리,,37309
36011,경북,영주시,단산면,동원리,,37310
36010,경북,영주시,단산면,마락리,,37311
36010,경북,영주시,단산면,병산리,,37312
36011,경북,영주시,단산면,사천리,,37313
36008,경북,영주시,단산면,옥대리,,37314
36010,경북,영주시,단산면,좌석리,,37315
36010,경북,영주시,단산면,,,37316
36172,경북,영주시,문수면,권선리,,37317
36173,경북,영주시,문수면,대양리,,37318
36171,경북,영주시,문수면,만방리,,37319
36172,경북,영주시,문수면,수도리,,37320
36171,경북,영주시,문수면,승문리,,37321
36172,경북,영주시,문수면,월호리,,37322
36171,경북,영주시,문수면,적동리,,37323
36172,경북,영주시,문수면,조제리,,37324
36172,경북,영주시,문수면,탄산리,,37325
36172,경북,영주시,문수면,,,37326
36142,경북,영주시,문정동,,,37327
36047,경북,영주시,봉현면,노좌1리,,37328
36047,경북,영주시,봉현면,노좌2리,,37329
36047,경북,영주시,봉현면,노좌3리,,37330
36047,경북,영주시,봉현면,노좌리,,37331
36045,경북,영주시,봉현면,대촌리,,37332
36045,경북,영주시,봉현면,두산리,,37333
36044,경북,영주시,봉현면,오현1리,,37334
36045,경북,영주시,봉현면,오현2리,,37335
36045,경북,영주시,봉현면,오현3리,,37336
36045,경북,영주시,봉현면,오현4리,,37337
36044,경북,영주시,봉현면,오현리,,37338
36047,경북,영주시,봉현면,유전리,,37339
36047,경북,영주시,봉현면,하촌리,,37340
36045,경북,영주시,봉현면,한천리,,37341
36045,경북,영주시,봉현면,,,37342
36006,경북,영주시,부석면,감곡리,,37343
36004,경북,영주시,부석면,남대리,,37344
36002,경북,영주시,부석면,노곡리,,37345
36006,경북,영주시,부석면,보계리,,37346
36001,경북,영주시,부석면,북지리,,37347
36006,경북,영주시,부석면,상석리,,37348
36002,경북,영주시,부석면,소천1리,,37349
36006,경북,영주시,부석면,소천2리,,37350
36004,경북,영주시,부석면,소천3리,,37351
36004,경북,영주시,부석면,소천4리,,37352
36002,경북,영주시,부석면,소천5리,,37353
36001,경북,영주시,부석면,소천6리,,37354
36002,경북,영주시,부석면,소천리,,37355
36001,경북,영주시,부석면,용암리,,37356
36001,경북,영주시,부석면,우곡리,,37357
36002,경북,영주시,부석면,임곡리,,37358
36002,경북,영주시,부석면,,,37359
36065,경북,영주시,상망동,경일미래타운,,37360
36066,경북,영주시,상망동,코아루아파트,(101∼109동),37361
36064,경북,영주시,상망동,,산1∼84,37362
36065,경북,영주시,상망동,,1∼666,37363
36064,경북,영주시,상망동,,667∼925,37364
36064,경북,영주시,상망동,,,37365
36060,경북,영주시,상줄동,,,37366
36016,경북,영주시,순흥면,내죽1리,,37367
36012,경북,영주시,순흥면,내죽2리,,37368
36016,경북,영주시,순흥면,내죽리,,37369
36012,경북,영주시,순흥면,덕현리,,37370
36012,경북,영주시,순흥면,배점리,,37371
36016,경북,영주시,순흥면,석교리,,37372
36012,경북,영주시,순흥면,월전리,,37373
36016,경북,영주시,순흥면,읍내리,,37374
36015,경북,영주시,순흥면,지동리,,37375
36012,경북,영주시,순흥면,청구리,,37376
36015,경북,영주시,순흥면,태장리,,37377
36015,경북,영주시,순흥면,,,37378
36054,경북,영주시,아지동,,,37379
36052,경북,영주시,안정면,내줄리,,37380
36048,경북,영주시,안정면,단촌리,,37381
36048,경북,영주시,안정면,대평리,,37382
36048,경북,영주시,안정면,동촌리,,37383
36052,경북,영주시,안정면,묵리,,37384
36052,경북,영주시,안정면,봉암리,,37385
36050,경북,영주시,안정면,생현리,,37386
36050,경북,영주시,안정면,신전리,,37387
36050,경북,영주시,안정면,안심리,,37388
36052,경북,영주시,안정면,여륵리,,37389
36048,경북,영주시,안정면,오계리,,37390
36050,경북,영주시,안정면,옹암리,,37391
36052,경북,영주시,안정면,용산리,,37392
36050,경북,영주시,안정면,일원리,,37393
36050,경북,영주시,안정면,,,37394
36073,경북,영주시,영주1동,영주경찰서,,37395
36073,경북,영주시,영주1동,,산2∼57,37396
36073,경북,영주시,영주1동,,1∼25,37397
36073,경북,영주시,영주1동,,26∼141,37398
36072,경북,영주시,영주1동,,142∼206,37399
36072,경북,영주시,영주1동,,281∼289,37400
36073,경북,영주시,영주1동,,303∼333,37401
36073,경북,영주시,영주1동,,334∼392,37402
36072,경북,영주시,영주1동,,451∼467,37403
36072,경북,영주시,영주1동,,469,37404
36072,경북,영주시,영주1동,,476∼484,37405
36072,경북,영주시,영주1동,,490∼493,37406
36072,경북,영주시,영주1동,,497∼498,37407
36073,경북,영주시,영주1동,,541∼550,37408
36073,경북,영주시,영주1동,,559∼569,37409
36073,경북,영주시,영주1동,,575∼583,37410
36073,경북,영주시,영주1동,,,37411
36099,경북,영주시,영주2동,강변1차아파트,,37412
36098,경북,영주시,영주2동,영주우체국,,37413
36099,경북,영주시,영주2동,주공아파트,,37414
36097,경북,영주시,영주2동,,207∼280,37415
36097,경북,영주시,영주2동,,290∼302,37416
36098,경북,영주시,영주2동,,393∼450,37417
36097,경북,영주시,영주2동,,468,37418
36098,경북,영주시,영주2동,,470∼475,37419
36097,경북,영주시,영주2동,,485∼489,37420
36097,경북,영주시,영주2동,,494∼496,37421
36097,경북,영주시,영주2동,,499∼530,37422
36098,경북,영주시,영주2동,,531∼540,37423
36098,경북,영주시,영주2동,,551∼558,37424
36098,경북,영주시,영주2동,,570∼574,37425
36098,경북,영주시,영주2동,,584∼588,37426
36098,경북,영주시,영주2동,,,37427
36072,경북,영주시,영주동,,,37428
36169,경북,영주시,이산면,내림리,,37429
36169,경북,영주시,이산면,두월리,,37430
36169,경북,영주시,이산면,석포리,,37431
36169,경북,영주시,이산면,신암리,,37432
36170,경북,영주시,이산면,신천리,,37433
36170,경북,영주시,이산면,용상리,,37434
36170,경북,영주시,이산면,운문리,,37435
36170,경북,영주시,이산면,원리,,37436
36169,경북,영주시,이산면,지동리,,37437
36169,경북,영주시,이산면,,,37438
36144,경북,영주시,장수면,갈산리,,37439
36145,경북,영주시,장수면,두전리,,37440
36145,경북,영주시,장수면,반구리,,37441
36144,경북,영주시,장수면,성곡리,,37442
36147,경북,영주시,장수면,소룡리,,37443
36144,경북,영주시,장수면,파지리,,37444
36147,경북,영주시,장수면,호문리,,37445
36147,경북,영주시,장수면,화기리,,37446
36147,경북,영주시,장수면,,,37447
36148,경북,영주시,적서동,,,37448
36157,경북,영주시,조암동,,,37449
36062,경북,영주시,조와동,,,37450
36055,경북,영주시,창진동,,,37451
36175,경북,영주시,평은면,강동1리,,37452
36174,경북,영주시,평은면,강동2리,,37453
36175,경북,영주시,평은면,강동리,,37454
36174,경북,영주시,평은면,금광1리,,37455
36175,경북,영주시,평은면,금광2리,,37456
36175,경북,영주시,평은면,금광3리,,37457
36174,경북,영주시,평은면,금광리,,37458
36175,경북,영주시,평은면,오운리,,37459
36174,경북,영주시,평은면,용혈리,,37460
36175,경북,영주시,평은면,지곡리,,37461
36174,경북,영주시,평은면,천본리,,37462
36174,경북,영주시,평은면,평은리,,37463
36174,경북,영주시,평은면,,,37464
36040,경북,영주시,풍기읍,동양대학교,,37465
36019,경북,영주시,풍기읍,교촌1리,,37466
36040,경북,영주시,풍기읍,교촌2리,,37467
36019,경북,영주시,풍기읍,교촌리,,37468
36019,경북,영주시,풍기읍,금계리,,37469
36036,경북,영주시,풍기읍,동부1리,,37470
36036,경북,영주시,풍기읍,동부2리,,37471
36040,경북,영주시,풍기읍,동부3리,,37472
36040,경북,영주시,풍기읍,동부4리,,37473
36040,경북,영주시,풍기읍,동부5리,,37474
36036,경북,영주시,풍기읍,동부6리,,37475
36036,경북,영주시,풍기읍,동부리,,37476
36040,경북,영주시,풍기읍,미곡리,,37477
36020,경북,영주시,풍기읍,백리,,37478
36020,경북,영주시,풍기읍,백신리,,37479
36040,경북,영주시,풍기읍,산법리,,37480
36019,경북,영주시,풍기읍,삼가리,,37481
36025,경북,영주시,풍기읍,서부리,,37482
36025,경북,영주시,풍기읍,성내1리,,37483
36036,경북,영주시,풍기읍,성내2리,,37484
36036,경북,영주시,풍기읍,성내3리,,37485
36025,경북,영주시,풍기읍,성내4리,,37486
36025,경북,영주시,풍기읍,성내리,,37487
36020,경북,영주시,풍기읍,수철리,,37488
36019,경북,영주시,풍기읍,욱금리,,37489
36020,경북,영주시,풍기읍,전구리,,37490
36020,경북,영주시,풍기읍,창락리,,37491
36020,경북,영주시,풍기읍,,,37492
36091,경북,영주시,하망동,청구아파트,,37493
36083,경북,영주시,하망동,코오롱아파트,,37494
36081,경북,영주시,하망동,,산5∼8,37495
36089,경북,영주시,하망동,,산12∼24,37496
36069,경북,영주시,하망동,,1∼271,37497
36081,경북,영주시,하망동,,272∼350,37498
36089,경북,영주시,하망동,,351∼724,37499
36068,경북,영주시,하망동,,,37500
36092,경북,영주시,휴천1동,첼시빌아파트,,37501
36164,경북,영주시,휴천1동,현대동산아파트,,37502
36088,경북,영주시,휴천1동,,산1∼12,37503
36088,경북,영주시,휴천1동,,1∼23,37504
36088,경북,영주시,휴천1동,,109∼256,37505
36088,경북,영주시,휴천1동,,688∼1772,37506
36088,경북,영주시,휴천1동,,1779∼1866,37507
36088,경북,영주시,휴천1동,,,37508
36133,경북,영주시,휴천2동,경북전문대학교,,37509
36132,경북,영주시,휴천2동,영주시청,,37510
36132,경북,영주시,휴천2동,현대1차아파트,(101∼111동),37511
36132,경북,영주시,휴천2동,현대2차아파트,(201∼205동),37512
36130,경북,영주시,휴천2동,,산21∼26,37513
36130,경북,영주시,휴천2동,,257∼358,37514
36130,경북,영주시,휴천2동,,442∼497,37515
36133,경북,영주시,휴천2동,,498∼633,37516
36130,경북,영주시,휴천2동,,634∼640,37517
36130,경북,영주시,휴천2동,,650∼654,37518
36130,경북,영주시,휴천2동,,,37519
36155,경북,영주시,휴천3동,개나리아파트,,37520
36156,경북,영주시,휴천3동,남산현대아파트,,37521
36154,경북,영주시,휴천3동,주공아파트,,37522
36155,경북,영주시,휴천3동,현대대영아파트,,37523
36151,경북,영주시,휴천3동,,산12∼159,37524
36151,경북,영주시,휴천3동,,24∼59,37525
36151,경북,영주시,휴천3동,,359∼441,37526
36151,경북,영주시,휴천3동,,641,37527
36151,경북,영주시,휴천3동,,648,37528
36151,경북,영주시,휴천3동,,656∼687,37529
36151,경북,영주시,휴천3동,,1773∼1778,37530
36151,경북,영주시,휴천3동,,1870∼1876,37531
36151,경북,영주시,휴천3동,,,37532
36125,경북,영주시,휴천동,,,37533
38902,경북,영천시,고경면,가수리,,37534
38904,경북,영천시,고경면,고도리,,37535
38902,경북,영천시,고경면,논실리,,37536
38900,경북,영천시,고경면,단포리,,37537
38904,경북,영천시,고경면,대성리,,37538
38904,경북,영천시,고경면,대의리,,37539
38902,경북,영천시,고경면,덕암리,,37540
38902,경북,영천시,고경면,덕정리,,37541
38900,경북,영천시,고경면,도암리,,37542
38901,경북,영천시,고경면,동도리,,37543
38900,경북,영천시,고경면,부리,,37544
38902,경북,영천시,고경면,삼귀리,,37545
38902,경북,영천시,고경면,삼산리,,37546
38902,경북,영천시,고경면,삼포리,,37547
38901,경북,영천시,고경면,상덕리,,37548
38902,경북,영천시,고경면,상리리,,37549
38902,경북,영천시,고경면,석계리,,37550
38902,경북,영천시,고경면,오룡리,,37551
38904,경북,영천시,고경면,오류리,,37552
38900,경북,영천시,고경면,용전리,,37553
38902,경북,영천시,고경면,전사1리,,37554
38901,경북,영천시,고경면,전사2리,,37555
38902,경북,영천시,고경면,전사리,,37556
38902,경북,영천시,고경면,차당리,,37557
38900,경북,영천시,고경면,창상리,,37558
38900,경북,영천시,고경면,창하리,,37559
38902,경북,영천시,고경면,청정리,,37560
38901,경북,영천시,고경면,초일리,,37561
38902,경북,영천시,고경면,칠전리,,37562
38902,경북,영천시,고경면,파계리,,37563
38902,경북,영천시,고경면,학리,,37564
38901,경북,영천시,고경면,해선리,,37565
38901,경북,영천시,고경면,,,37566
38847,경북,영천시,과전동,,,37567
38899,경북,영천시,괴연동,,,37568
38843,경북,영천시,교촌동,,,37569
38896,경북,영천시,금노동,,,37570
38879,경북,영천시,금호읍,교대리 금호우방타운,,37571
38874,경북,영천시,금호읍,원제리 윤성모닝타운,,37572
38875,경북,영천시,금호읍,관정리,,37573
38881,경북,영천시,금호읍,교대리,,37574
38875,경북,영천시,금호읍,구암리,,37575
38882,경북,영천시,금호읍,남성리,,37576
38882,경북,영천시,금호읍,냉천리,,37577
38875,경북,영천시,금호읍,대곡리,,37578
38874,경북,영천시,금호읍,대미리,,37579
38881,경북,영천시,금호읍,덕성리,,37580
38875,경북,영천시,금호읍,봉죽리,,37581
38882,경북,영천시,금호읍,삼호1리,,37582
38882,경북,영천시,금호읍,삼호2리,,37583
38882,경북,영천시,금호읍,삼호리,,37584
38874,경북,영천시,금호읍,석섬리,,37585
38874,경북,영천시,금호읍,성천리,,37586
38882,경북,영천시,금호읍,신대리,,37587
38874,경북,영천시,금호읍,신월리,,37588
38875,경북,영천시,금호읍,약남리,,37589
38882,경북,영천시,금호읍,어은리,,37590
38882,경북,영천시,금호읍,오계리,,37591
38882,경북,영천시,금호읍,원기리,,37592
38874,경북,영천시,금호읍,원제리,,37593
38875,경북,영천시,금호읍,호남리,,37594
38875,경북,영천시,금호읍,황정리,,37595
38875,경북,영천시,금호읍,,,37596
38822,경북,영천시,녹전동,,,37597
38821,경북,영천시,대전동,,,37598
38911,경북,영천시,대창면,강회리,,37599
38911,경북,영천시,대창면,구지리,,37600
38911,경북,영천시,대창면,대재리,,37601
38911,경북,영천시,대창면,대창리,,37602
38911,경북,영천시,대창면,병암리,,37603
38911,경북,영천시,대창면,사리리,,37604
38913,경북,영천시,대창면,신광리,,37605
38913,경북,영천시,대창면,어방리,,37606
38913,경북,영천시,대창면,오길리,,37607
38913,경북,영천시,대창면,용전리,,37608
38913,경북,영천시,대창면,용호리,,37609
38913,경북,영천시,대창면,운천리,,37610
38911,경북,영천시,대창면,조곡리,,37611
38913,경북,영천시,대창면,직천리,,37612
38913,경북,영천시,대창면,,,37613
38898,경북,영천시,도남동,,,37614
38896,경북,영천시,도동,,,37615
38823,경북,영천시,도림동,,,37616
38863,경북,영천시,망정동,주공아파트,,37617
38826,경북,영천시,망정동,창신아파트,,37618
38827,경북,영천시,망정동,청솔아파트,(101∼103동),37619
38831,경북,영천시,망정동,청호아파트,(101∼103동),37620
38831,경북,영천시,망정동,,,37621
38822,경북,영천시,매산동,,,37622
38849,경북,영천시,문내동,,,37623
38835,경북,영천시,문외동,무궁화타운,,37624
38856,경북,영천시,문외동,영천시청,,37625
38852,경북,영천시,문외동,,,37626
38897,경북,영천시,범어동,,,37627
38898,경북,영천시,본촌동,,,37628
38898,경북,영천시,봉동,,,37629
38909,경북,영천시,북안면,고지리,,37630
38907,경북,영천시,북안면,관리,,37631
38907,경북,영천시,북안면,내포리,,37632
38910,경북,영천시,북안면,당리,,37633
38910,경북,영천시,북안면,도유리,,37634
38909,경북,영천시,북안면,도천리,,37635
38910,경북,영천시,북안면,명주리,,37636
38907,경북,영천시,북안면,반계리,,37637
38905,경북,영천시,북안면,반정1리,,37638
38905,경북,영천시,북안면,반정2리,,37639
38907,경북,영천시,북안면,반정3리,,37640
38905,경북,영천시,북안면,반정리,,37641
38910,경북,영천시,북안면,북리,,37642
38910,경북,영천시,북안면,상리,,37643
38909,경북,영천시,북안면,서당리,,37644
38905,경북,영천시,북안면,송포리,,37645
38910,경북,영천시,북안면,신대리,,37646
38909,경북,영천시,북안면,신리,,37647
38907,경북,영천시,북안면,신촌리,,37648
38909,경북,영천시,북안면,옥천리,,37649
38910,경북,영천시,북안면,용계리,,37650
38907,경북,영천시,북안면,원당리,,37651
38905,경북,영천시,북안면,유상리,,37652
38905,경북,영천시,북안면,유하리,,37653
38907,경북,영천시,북안면,임포리,,37654
38907,경북,영천시,북안면,자포리,,37655
38909,경북,영천시,북안면,효리,,37656
38909,경북,영천시,북안면,,,37657
38821,경북,영천시,서산동,,,37658
38842,경북,영천시,성내동,,1∼200,37659
38841,경북,영천시,성내동,,201∼300,37660
38841,경북,영천시,성내동,,,37661
38824,경북,영천시,신기동,,,37662
38801,경북,영천시,신녕면,가천리,,37663
38804,경북,영천시,신녕면,매양리,,37664
38800,경북,영천시,신녕면,부산리,,37665
38802,경북,영천시,신녕면,신덕리,,37666
38802,경북,영천시,신녕면,연정리,,37667
38802,경북,영천시,신녕면,완전리,,37668
38804,경북,영천시,신녕면,왕산리,,37669
38800,경북,영천시,신녕면,치산리,,37670
38801,경북,영천시,신녕면,화남리,,37671
38801,경북,영천시,신녕면,화서리,,37672
38804,경북,영천시,신녕면,화성리,,37673
38804,경북,영천시,신녕면,,,37674
38840,경북,영천시,쌍계동,,,37675
38860,경북,영천시,야사동,문화아파트,,37676
38862,경북,영천시,야사동,우방아파트,,37677
38832,경북,영천시,야사동,주공아파트,,37678
38834,경북,영천시,야사동,청구아파트,,37679
38859,경북,영천시,야사동,,1∼300,37680
38858,경북,영천시,야사동,,301∼600,37681
38824,경북,영천시,야사동,,,37682
38818,경북,영천시,언하동,,,37683
38823,경북,영천시,오미동,,,37684
38840,경북,영천시,오수동,,,37685
38894,경북,영천시,완산동,농협중앙회영천시지부,,37686
38841,경북,영천시,완산동,영천세무서,,37687
38888,경북,영천시,완산동,영천우체국,,37688
38888,경북,영천시,완산동,청구하이츠아파트,,37689
38890,경북,영천시,완산동,,1∼988,37690
38888,경북,영천시,완산동,,989∼1300,37691
38888,경북,영천시,완산동,,,37692
38817,경북,영천시,임고면,고천리,,37693
38820,경북,영천시,임고면,금대리,,37694
38816,경북,영천시,임고면,덕연리,,37695
38817,경북,영천시,임고면,매호리,,37696
38820,경북,영천시,임고면,사리,,37697
38816,경북,영천시,임고면,삼매리,,37698
38816,경북,영천시,임고면,선원1리,,37699
38819,경북,영천시,임고면,선원2리,,37700
38816,경북,영천시,임고면,선원리,,37701
38820,경북,영천시,임고면,수성리,,37702
38819,경북,영천시,임고면,양평리,,37703
38817,경북,영천시,임고면,양항리,,37704
38817,경북,영천시,임고면,우항리,,37705
38819,경북,영천시,임고면,평천리,,37706
38819,경북,영천시,임고면,황강리,,37707
38819,경북,영천시,임고면,효1리,,37708
38820,경북,영천시,임고면,효2리,,37709
38819,경북,영천시,임고면,효리,,37710
38819,경북,영천시,임고면,,,37711
38815,경북,영천시,자양면,노항리,,37712
38814,경북,영천시,자양면,도일리,,37713
38814,경북,영천시,자양면,보현리,,37714
38815,경북,영천시,자양면,삼귀리,,37715
38814,경북,영천시,자양면,성곡리,,37716
38815,경북,영천시,자양면,신방리,,37717
38814,경북,영천시,자양면,용산리,,37718
38815,경북,영천시,자양면,용화리,,37719
38814,경북,영천시,자양면,충효1리,,37720
38814,경북,영천시,자양면,충효2리,,37721
38814,경북,영천시,자양면,충효3리,,37722
38814,경북,영천시,자양면,충효리,,37723
38814,경북,영천시,자양면,,,37724
38897,경북,영천시,작산동,,,37725
38865,경북,영천시,조교동,,,37726
38845,경북,영천시,창구동,영천등기소,,37727
38844,경북,영천시,창구동,,,37728
38899,경북,영천시,채신동,,,37729
38867,경북,영천시,청통면,계지리,,37730
38867,경북,영천시,청통면,계포리,,37731
38873,경북,영천시,청통면,대평리,,37732
38872,경북,영천시,청통면,보성리,,37733
38869,경북,영천시,청통면,송천리,,37734
38873,경북,영천시,청통면,신덕리,,37735
38867,경북,영천시,청통면,신원리,,37736
38869,경북,영천시,청통면,신학리,,37737
38867,경북,영천시,청통면,애련리,,37738
38867,경북,영천시,청통면,용천리,,37739
38872,경북,영천시,청통면,우천리,,37740
38869,경북,영천시,청통면,원촌리,,37741
38873,경북,영천시,청통면,죽정리,,37742
38873,경북,영천시,청통면,치일1리,,37743
38869,경북,영천시,청통면,치일2리,,37744
38873,경북,영천시,청통면,치일리,,37745
38872,경북,영천시,청통면,호당리,,37746
38872,경북,영천시,청통면,,,37747
38810,경북,영천시,화남면,구전리,,37748
38810,경북,영천시,화남면,귀호리,,37749
38810,경북,영천시,화남면,금호리,,37750
38811,경북,영천시,화남면,대천리,,37751
38811,경북,영천시,화남면,사천리,,37752
38810,경북,영천시,화남면,삼창리,,37753
38810,경북,영천시,화남면,선천리,,37754
38811,경북,영천시,화남면,신호리,,37755
38810,경북,영천시,화남면,안천리,,37756
38810,경북,영천시,화남면,온천리,,37757
38810,경북,영천시,화남면,용계리,,37758
38810,경북,영천시,화남면,월곡리,,37759
38811,경북,영천시,화남면,죽곡리,,37760
38811,경북,영천시,화남면,,,37761
38839,경북,영천시,화룡동,영천교육지원청,,37762
38839,경북,영천시,화룡동,,,37763
38813,경북,영천시,화북면,공덕리,,37764
38812,경북,영천시,화북면,법화리,,37765
38812,경북,영천시,화북면,상송리,,37766
38813,경북,영천시,화북면,오동리,,37767
38813,경북,영천시,화북면,오산리,,37768
38813,경북,영천시,화북면,옥계리,,37769
38812,경북,영천시,화북면,용소리,,37770
38812,경북,영천시,화북면,입석리,,37771
38813,경북,영천시,화북면,자천리,,37772
38813,경북,영천시,화북면,정각리,,37773
38812,경북,영천시,화북면,죽전리,,37774
38812,경북,영천시,화북면,하송리,,37775
38813,경북,영천시,화북면,횡계리,,37776
38813,경북,영천시,화북면,,,37777
38807,경북,영천시,화산면,가상리,,37778
38807,경북,영천시,화산면,당곡리,,37779
38807,경북,영천시,화산면,당지리,,37780
38807,경북,영천시,화산면,대기리,,37781
38807,경북,영천시,화산면,대안리,,37782
38807,경북,영천시,화산면,덕암리,,37783
38807,경북,영천시,화산면,부계리,,37784
38807,경북,영천시,화산면,삼부리,,37785
38807,경북,영천시,화산면,석촌리,,37786
38807,경북,영천시,화산면,암기리,,37787
38807,경북,영천시,화산면,연계리,1∼250,37788
38807,경북,영천시,화산면,연계리,251∼700,37789
38807,경북,영천시,화산면,용평리,1∼100,37790
38807,경북,영천시,화산면,용평리,101∼700,37791
38807,경북,영천시,화산면,유성리,1∼1050,37792
38807,경북,영천시,화산면,유성리,1051∼1700,37793
38807,경북,영천시,화산면,화산리,,37794
38807,경북,영천시,화산면,효정리,,37795
38807,경북,영천시,화산면,,,37796
36811,경북,예천군,감천면,관현리,,37797
36809,경북,예천군,감천면,대맥리,,37798
36811,경북,예천군,감천면,덕율리,,37799
36809,경북,예천군,감천면,돈산리,,37800
36809,경북,예천군,감천면,마촌리,,37801
36809,경북,예천군,감천면,미석리,,37802
36811,경북,예천군,감천면,벌방리,,37803
36811,경북,예천군,감천면,수한리,,37804
36809,경북,예천군,감천면,유리,,37805
36809,경북,예천군,감천면,장산리,,37806
36810,경북,예천군,감천면,증거리,,37807
36810,경북,예천군,감천면,진평리,,37808
36811,경북,예천군,감천면,천향리,,37809
36810,경북,예천군,감천면,포리,,37810
36810,경북,예천군,감천면,현내리,,37811
36810,경북,예천군,감천면,,,37812
36844,경북,예천군,개포면,가곡리,,37813
36843,경북,예천군,개포면,갈마리,,37814
36845,경북,예천군,개포면,경진리,,37815
36845,경북,예천군,개포면,금리,,37816
36845,경북,예천군,개포면,동송리,,37817
36844,경북,예천군,개포면,신음리,,37818
36845,경북,예천군,개포면,우감리,,37819
36845,경북,예천군,개포면,이사리,,37820
36843,경북,예천군,개포면,입암리,,37821
36843,경북,예천군,개포면,장송리,,37822
36843,경북,예천군,개포면,풍정리,,37823
36843,경북,예천군,개포면,황산리,,37824
36843,경북,예천군,개포면,,,37825
36815,경북,예천군,보문면,간방리,,37826
36812,경북,예천군,보문면,기곡리,,37827
36812,경북,예천군,보문면,독양리,,37828
36815,경북,예천군,보문면,미호리,,37829
36812,경북,예천군,보문면,산성리,,37830
36814,경북,예천군,보문면,수계리,,37831
36815,경북,예천군,보문면,승본리,,37832
36815,경북,예천군,보문면,신월리,,37833
36814,경북,예천군,보문면,오신리,,37834
36814,경북,예천군,보문면,오암리,,37835
36812,경북,예천군,보문면,옥천리,,37836
36812,경북,예천군,보문면,우래리,,37837
36814,경북,예천군,보문면,작곡리,,37838
36814,경북,예천군,보문면,,,37839
36802,경북,예천군,상리면,고항리,,37840
36801,경북,예천군,상리면,도촌리,,37841
36801,경북,예천군,상리면,두성리,,37842
36802,경북,예천군,상리면,명봉리,,37843
36802,경북,예천군,상리면,백석리,,37844
36802,경북,예천군,상리면,보곡리,,37845
36801,경북,예천군,상리면,사곡리,,37846
36802,경북,예천군,상리면,석묘리,,37847
36801,경북,예천군,상리면,용두리,,37848
36802,경북,예천군,상리면,초항리,,37849
36802,경북,예천군,상리면,,,37850
36822,경북,예천군,예천읍,예천우체국,,37851
36817,경북,예천군,예천읍,갈구리,,37852
36820,경북,예천군,예천읍,고평리,,37853
36828,경북,예천군,예천읍,남본리,,37854
36821,경북,예천군,예천읍,노상리,,37855
36824,경북,예천군,예천읍,노하리,,37856
36826,경북,예천군,예천읍,대심리,,37857
36820,경북,예천군,예천읍,동본리,,37858
36821,경북,예천군,예천읍,백전리,,37859
36830,경북,예천군,예천읍,상동리,,37860
